"meta_name","beta","pv","inf_flag","pv_adj_FWER","pv_adj_FDR","abs_beta"
"s152",0.238213032627782,0.00148351560972888,0,0.229944919507976,0.229944919507976,0.238213032627782
"s106",-0.387425762996167,0.00410398293765018,0,0.636117355335778,0.318058677667889,0.387425762996167
"s68",-0.384762758404022,0.0097106452547401,0,1,0.415273018638082,0.384762758404022
"s65",-0.429754834766217,0.0123718538837308,0,1,0.415273018638082,0.429754834766217
"s240",-0.514977526806688,0.0133959038270349,0,1,0.415273018638082,0.514977526806688
"s81",-0.496757132168381,0.0373697195782139,0,1,0.746473788670653,0.496757132168381
"s148",0.307912703567817,0.0407595383194904,0,1,0.746473788670653,0.307912703567817
"s93",-0.207319717596018,0.0653494868871269,0,1,0.746473788670653,0.207319717596018
"s37",0.227899403507041,0.0753738461568282,0,1,0.746473788670653,0.227899403507041
"s1",0.205300521489841,0.0776342884889974,0,1,0.746473788670653,0.205300521489841
"s18",0.199173881962375,0.0852701792519127,0,1,0.746473788670653,0.199173881962375
"s10",-0.239492211018926,0.0865584242920484,0,1,0.746473788670653,0.239492211018926
"s224",-0.257436365510689,0.087246658426988,0,1,0.746473788670653,0.257436365510689
"s50",0.208215537876661,0.0905510821996224,0,1,0.746473788670653,0.208215537876661
"s20",0.171524423997246,0.0912295200103745,0,1,0.746473788670653,0.171524423997246
"s39",0.265347058693812,0.109213513655689,0,1,0.746473788670653,0.265347058693812
"s103",-0.206333378423869,0.113651775333664,0,1,0.746473788670653,0.206333378423869
"s142",0.188187199308739,0.122552858131968,0,1,0.746473788670653,0.188187199308739
"s414",-0.252727564889933,0.122702631922619,0,1,0.746473788670653,0.252727564889933
"s135",-0.263276634306245,0.124245494161338,0,1,0.746473788670653,0.263276634306245
"s209",-0.30313613857497,0.124427945098824,0,1,0.746473788670653,0.30313613857497
"s175",0.199320926592469,0.130288512600068,0,1,0.746473788670653,0.199320926592469
"s231",-0.280567736866063,0.132968618020042,0,1,0.746473788670653,0.280567736866063
"s105",-0.258421506685457,0.134181766952146,0,1,0.746473788670653,0.258421506685457
"s8",0.200452772840286,0.137141188634653,0,1,0.746473788670653,0.200452772840286
"s118",-0.198328969343261,0.137925509875208,0,1,0.746473788670653,0.198328969343261
"s413",-0.503525871037335,0.142189990679186,0,1,0.746473788670653,0.503525871037335
"s157",0.193948844429365,0.146507097270283,0,1,0.746473788670653,0.193948844429365
"s56",0.170970636285977,0.147643809223221,0,1,0.746473788670653,0.170970636285977
"s126",-0.192884754292625,0.149478161288094,0,1,0.746473788670653,0.192884754292625
"s177",-0.224729100757992,0.153744108721093,0,1,0.746473788670653,0.224729100757992
"s64",-0.210223469071101,0.154110717661038,0,1,0.746473788670653,0.210223469071101
"s9",-0.255874455548377,0.164410899275639,0,1,0.772233011749214,0.255874455548377
"s19",0.212878472167208,0.174061662916491,0,1,0.778731593989779,0.212878472167208
"s54",0.172446093182512,0.179801657335489,0,1,0.778731593989779,0.172446093182512
"s86",-0.225361787577329,0.180866692797626,0,1,0.778731593989779,0.225361787577329
"s43",-0.169706586854405,0.201644872242136,0,1,0.785249874045285,0.169706586854405
"s280",-0.167445511213709,0.202820367856775,0,1,0.785249874045285,0.167445511213709
"s114",-0.21177991226797,0.203118179816096,0,1,0.785249874045285,0.21177991226797
"s42",-0.0491810451474047,0.205368273977836,0,1,0.785249874045285,0.0491810451474047
"s110",0.190529130090018,0.207711257005527,0,1,0.785249874045285,0.190529130090018
"s189",-0.173409311314252,0.218228332470957,0,1,0.804457434521765,0.173409311314252
"s29",0.155535731417879,0.224244650030299,0,1,0.804457434521765,0.155535731417879
"s83",-0.239763615386601,0.228362110444888,0,1,0.804457434521765,0.239763615386601
"s156",0.106257749861675,0.241304938340102,0,1,0.822566631115947,0.106257749861675
"s95",-0.162579757538425,0.244178826707527,0,1,0.822566631115947,0.162579757538425
"s281",-0.120986125500043,0.254685422573472,0,1,0.822566631115947,0.120986125500043
"s453",-0.2694144043502,0.25473031157139,0,1,0.822566631115947,0.2694144043502
"s159",-0.178825675137083,0.276875701664078,0,1,0.860012910244616,0.178825675137083
"s85",-0.152706726490494,0.281101625377585,0,1,0.860012910244616,0.152706726490494
"s47",0.142802820378637,0.282971989822422,0,1,0.860012910244616,0.142802820378637
"s140",0.128617968698399,0.308416271500069,0,1,0.906630138328453,0.128617968698399
"s22",0.131294797395193,0.31965663305844,0,1,0.906630138328453,0.131294797395193
"s21",0.12606209741691,0.319810102259556,0,1,0.906630138328453,0.12606209741691
"s59",-0.19062011784218,0.343627475713535,0,1,0.906630138328453,0.19062011784218
"s154",-0.191537647972823,0.347018618144078,0,1,0.906630138328453,0.191537647972823
"s230",-0.155505874897249,0.348367323089613,0,1,0.906630138328453,0.155505874897249
"s286",0.0989300788150948,0.348884698234424,0,1,0.906630138328453,0.0989300788150948
"s173",0.129270563672414,0.351752868932069,0,1,0.906630138328453,0.129270563672414
"s104",-0.278552481106994,0.355355210497005,0,1,0.906630138328453,0.278552481106994
"s16",-0.112983137505499,0.356802828632488,0,1,0.906630138328453,0.112983137505499
"s66",-0.113246970823362,0.368762894858937,0,1,0.920121054164937,0.113246970823362
"s238",-0.134892964454192,0.373984686531555,0,1,0.920121054164937,0.134892964454192
"s32",0.12270228837471,0.385698103420161,0,1,0.934112594220702,0.12270228837471
"s3",-0.134617903328427,0.399438886802114,0,1,0.935018579085457,0.134617903328427
"s160",-0.135454425586638,0.401179976730195,0,1,0.935018579085457,0.135454425586638
"s290",-0.0995234460198808,0.404169321282101,0,1,0.935018579085457,0.0995234460198808
"s33",0.141534561689509,0.417545430637544,0,1,0.951757966894402,0.141534561689509
"s71",-0.160436843998623,0.439296727249366,0,1,0.972436873528508,0.160436843998623
"s434",0.125255785979346,0.443575615988488,0,1,0.972436873528508,0.125255785979346
"s38",-0.102030842009251,0.456369715310855,0,1,0.972436873528508,0.102030842009251
"s146",-0.130301646309207,0.457507788741805,0,1,0.972436873528508,0.130301646309207
"s213",-0.198154873327634,0.463432956236998,0,1,0.972436873528508,0.198154873327634
"s48",0.126668520269987,0.464260184781352,0,1,0.972436873528508,0.126668520269987
"s63",0.0984770210842105,0.474771392428897,0,1,0.98119421101972,0.0984770210842105
"s26",0.07431318165277,0.483203636930499,0,1,0.98548110163457,0.07431318165277
"s45",-0.112032710725796,0.490590645619191,0,1,0.986029262204075,0.112032710725796
"s15",0.104608119195484,0.499508355533264,0,1,0.986029262204075,0.104608119195484
"s232",0.0855444882423909,0.511318868179769,0,1,0.986029262204075,0.0855444882423909
"s138",-0.11534383370488,0.511884109743795,0,1,0.986029262204075,0.11534383370488
"s35",-0.115125824773735,0.519546206752112,0,1,0.986029262204075,0.115125824773735
"s52",0.0833269013401857,0.530839389869059,0,1,0.986029262204075,0.0833269013401857
"s30",-0.0752181305881669,0.543864320283203,0,1,0.986029262204075,0.0752181305881669
"s129",0.0482379381220521,0.544561201002849,0,1,0.986029262204075,0.0482379381220521
"s73",-0.0588489257013564,0.545337182053668,0,1,0.986029262204075,0.0588489257013564
"s145",0.0867195702907588,0.547087203545487,0,1,0.986029262204075,0.0867195702907588
"s77",-0.119002106522781,0.557170904665002,0,1,0.988399150943961,0.119002106522781
"s252",-0.107780470265881,0.579926020939055,0,1,0.988399150943961,0.107780470265881
"s168",-0.107380321209651,0.58030339974889,0,1,0.988399150943961,0.107380321209651
"s2",0.0768391969994042,0.59264381431446,0,1,0.988399150943961,0.0768391969994042
"s201",0.102460893031468,0.592772856133542,0,1,0.988399150943961,0.102460893031468
"s72",0.0612392885721568,0.592933820300577,0,1,0.988399150943961,0.0612392885721568
"s165",0.0546350344516469,0.605622213837226,0,1,0.988399150943961,0.0546350344516469
"s150",0.0661993917737488,0.606164745910575,0,1,0.988399150943961,0.0661993917737488
"s421",0.0662618096493789,0.607977815534975,0,1,0.988399150943961,0.0662618096493789
"s194",0.0640956028990833,0.612169796713679,0,1,0.988399150943961,0.0640956028990833
"s36",-0.0759830849308328,0.622017930270653,0,1,0.992733785658901,0.0759830849308328
"s4",-0.0594815137907012,0.662672131894014,0,1,0.992733785658901,0.0594815137907012
"s6",0.0657125720733433,0.668389349487552,0,1,0.992733785658901,0.0657125720733433
"s92",0.0593906834166447,0.683432893197025,0,1,0.992733785658901,0.0593906834166447
"s243",-0.0520163321359553,0.683639874529789,0,1,0.992733785658901,0.0520163321359553
"s82",-0.0608246604166239,0.699265219695535,0,1,0.992733785658901,0.0608246604166239
"s88",-0.0453072118313299,0.707772485329035,0,1,0.992733785658901,0.0453072118313299
"s61",-0.0531344681350539,0.70808523964613,0,1,0.992733785658901,0.0531344681350539
"s343",-0.057599972506496,0.725995556839408,0,1,0.992733785658901,0.057599972506496
"s101",-0.0607083094851108,0.727734295657573,0,1,0.992733785658901,0.0607083094851108
"s46",-0.0637793951457821,0.738891482278703,0,1,0.992733785658901,0.0637793951457821
"s60",0.047875384871446,0.741367244083206,0,1,0.992733785658901,0.047875384871446
"s34",0.0384705125493863,0.74920754845924,0,1,0.992733785658901,0.0384705125493863
"s282",0.0375704713013776,0.760805013791233,0,1,0.992733785658901,0.0375704713013776
"s130",-0.0401094599605437,0.777731153543295,0,1,0.992733785658901,0.0401094599605437
"s40",0.0329699187036043,0.782790461719124,0,1,0.992733785658901,0.0329699187036043
"s31",0.0394604263622429,0.783908274232507,0,1,0.992733785658901,0.0394604263622429
"s14",-0.0359793955212667,0.785658748138406,0,1,0.992733785658901,0.0359793955212667
"s96",-0.0395817526651174,0.786312580608788,0,1,0.992733785658901,0.0395817526651174
"s178",0.0496989299451528,0.790359437783862,0,1,0.992733785658901,0.0496989299451528
"s11",-0.0330878663211018,0.802999453185038,0,1,0.992733785658901,0.0330878663211018
"s98",-0.0268002013342775,0.811280691603639,0,1,0.992733785658901,0.0268002013342775
"s113",-0.026642600332467,0.822522683712049,0,1,0.992733785658901,0.026642600332467
"s79",0.0371542365545808,0.837816255575163,0,1,0.992733785658901,0.0371542365545808
"s267",0.0274686906973474,0.838167278064142,0,1,0.992733785658901,0.0274686906973474
"s17",-0.031615740379686,0.841463606189653,0,1,0.992733785658901,0.031615740379686
"s117",0.021926108202204,0.842349064327756,0,1,0.992733785658901,0.021926108202204
"s49",-0.0300183053782965,0.845090120180955,0,1,0.992733785658901,0.0300183053782965
"s75",0.0226120163382981,0.8454213663691,0,1,0.992733785658901,0.0226120163382981
"s55",0.0335038393775376,0.847548202603956,0,1,0.992733785658901,0.0335038393775376
"s12",0.0251684213336559,0.856035874701582,0,1,0.992733785658901,0.0251684213336559
"s69",0.0290068993701255,0.860579724947349,0,1,0.992733785658901,0.0290068993701255
"s141",0.0188293040895434,0.871540258611835,0,1,0.992733785658901,0.0188293040895434
"s212",0.030353481338997,0.878293122465222,0,1,0.992733785658901,0.030353481338997
"s125",0.0206930532487122,0.878575259843395,0,1,0.992733785658901,0.0206930532487122
"s57",-0.0179926502423628,0.878823074585389,0,1,0.992733785658901,0.0179926502423628
"s70",-0.0243723124132738,0.882897920035846,0,1,0.992733785658901,0.0243723124132738
"s80",0.0130096941363678,0.898747402857824,0,1,0.992733785658901,0.0130096941363678
"s323",0.0139751245837778,0.911964985697929,0,1,0.992733785658901,0.0139751245837778
"s234",-0.0179134247408671,0.912120906147727,0,1,0.992733785658901,0.0179134247408671
"s74",0.0165580502995609,0.915943606698915,0,1,0.992733785658901,0.0165580502995609
"s147",0.0135495971387989,0.919031265223138,0,1,0.992733785658901,0.0135495971387989
"s143",0.0174745272394182,0.92367602871158,0,1,0.992733785658901,0.0174745272394182
"s246",-0.0123056422363075,0.926751733059208,0,1,0.992733785658901,0.0123056422363075
"s13",0.0109120385275776,0.927888964446318,0,1,0.992733785658901,0.0109120385275776
"s44",0.0109510861704897,0.934175528042072,0,1,0.992733785658901,0.0109510861704897
"s84",-0.0110049483450203,0.935422642662434,0,1,0.992733785658901,0.0110049483450203
"s162",0.0137964743135307,0.93724686783403,0,1,0.992733785658901,0.0137964743135307
"s90",0.00935695267725061,0.939340856851303,0,1,0.992733785658901,0.00935695267725061
"s265",-0.0122375459432443,0.941525911853584,0,1,0.992733785658901,0.0122375459432443
"s25",0.0095822109420338,0.943882770774766,0,1,0.992733785658901,0.0095822109420338
"s28",0.00797855173466342,0.952457517827876,0,1,0.992733785658901,0.00797855173466342
"s137",-0.00676226391016671,0.954718532921923,0,1,0.992733785658901,0.00676226391016671
"s24",-0.0072218988949584,0.960710115153775,0,1,0.992733785658901,0.0072218988949584
"s27",0.00467529065979544,0.97708827035374,0,1,0.999230197418546,0.00467529065979544
"s51",0.00158782606244056,0.990385862477178,0,1,0.999230197418546,0.00158782606244056
"s23",-0.00136345541299155,0.990521842128476,0,1,0.999230197418546,0.00136345541299155
"s76",-0.00142296571032789,0.992783550983588,0,1,0.999230197418546,0.00142296571032789
"s239",-0.000104505755835505,0.999447404715907,0,1,0.999447404715907,0.000104505755835505
