"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.214,0.35208
"PE_vs_NP","Baseline",303,0.215,0.36
"PE_vs_NP","Baseline",303,0.216,0.366666666666667
"PE_vs_NP","Baseline",303,0.217,0.366666666666667
"PE_vs_NP","Baseline",303,0.218,0.366666666666667
"PE_vs_NP","Baseline",303,0.219,0.366666666666667
"PE_vs_NP","Baseline",303,0.22,0.366666666666667
"PE_vs_NP","Baseline",303,0.221,0.366666666666667
"PE_vs_NP","Baseline",303,0.222,0.366666666666667
"PE_vs_NP","Baseline",303,0.223,0.366666666666667
"PE_vs_NP","Baseline",303,0.224,0.367973333333333
"PE_vs_NP","Baseline",303,0.225,0.376833333333333
"PE_vs_NP","Baseline",303,0.226,0.379026666666667
"PE_vs_NP","Baseline",303,0.227,0.38
"PE_vs_NP","Baseline",303,0.228,0.38016
"PE_vs_NP","Baseline",303,0.229,0.384546666666667
"PE_vs_NP","Baseline",303,0.23,0.386666666666667
"PE_vs_NP","Baseline",303,0.231,0.386666666666667
"PE_vs_NP","Baseline",303,0.232,0.386666666666667
"PE_vs_NP","Baseline",303,0.233,0.386666666666667
"PE_vs_NP","Baseline",303,0.234,0.386666666666667
"PE_vs_NP","Baseline",303,0.235,0.393333333333333
"PE_vs_NP","Baseline",303,0.236,0.393333333333333
"PE_vs_NP","Baseline",303,0.237,0.393333333333333
"PE_vs_NP","Baseline",303,0.238,0.393333333333333
"PE_vs_NP","Baseline",303,0.239,0.39508
"PE_vs_NP","Baseline",303,0.24,0.399466666666667
"PE_vs_NP","Baseline",303,0.241,0.406666666666667
"PE_vs_NP","Baseline",303,0.242,0.406666666666667
"PE_vs_NP","Baseline",303,0.243,0.406666666666667
"PE_vs_NP","Baseline",303,0.244,0.406666666666667
"PE_vs_NP","Baseline",303,0.245,0.413333333333333
"PE_vs_NP","Baseline",303,0.246,0.413333333333333
"PE_vs_NP","Baseline",303,0.247,0.413333333333333
"PE_vs_NP","Baseline",303,0.248,0.413333333333333
"PE_vs_NP","Baseline",303,0.249,0.413333333333333
"PE_vs_NP","Baseline",303,0.25,0.413333333333333
"PE_vs_NP","Baseline",303,0.251,0.413333333333333
"PE_vs_NP","Baseline",303,0.252,0.413333333333333
"PE_vs_NP","Baseline",303,0.253,0.413333333333333
"PE_vs_NP","Baseline",303,0.254,0.413333333333333
"PE_vs_NP","Baseline",303,0.255,0.413333333333333
"PE_vs_NP","Baseline",303,0.256,0.42
"PE_vs_NP","Baseline",303,0.257,0.42
